Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,LoanApproved
42,570,Employed,High School,23,36463,96,Married,2,Mortgage,369,0.1384283511663134,2,1,0,Home,0,22,25,11161,1230,108917,64717,9239.0,0.4282384626892968,9,0
29,534,Employed,High School,8,8807,60,Married,0,Mortgage,425,0.2790334655399329,5,0,1,Home,0,26,22,3437,4036,379605,14193,4090.4166666666665,0.7581075097972798,4,0
36,540,Unemployed,Bachelor,15,24835,96,Married,5,Other,901,0.652403777883369,3,1,0,Home,0,18,8,2449,636,186353,3139,5239.75,0.7729126113485155,4,0
34,537,Employed,Bachelor,14,12892,48,Married,1,Rent,291,0.6255928098347293,2,1,0,Auto,1,30,7,3270,234,49405,13677,8588.25,0.7818091278690271,4,1
38,531,Employed,Bachelor,17,15203,12,Single,0,Rent,279,0.2449277814922889,1,3,0,Auto,0,27,6,3924,2936,14103,4689,7618.0,0.9231720071392484,2,0
31,580,Unemployed,Master,8,33129,60,Married,4,Mortgage,307,0.2890932314280841,3,2,1,Debt Consolidation,0,27,11,1708,167,14171,71378,6978.416666666667,0.8002477186602603,3,0
21,518,Employed,Associate,0,14389,60,Married,1,Own,190,0.4177291282925641,2,1,0,Home,0,22,15,32079,530,32609,21085,4255.083333333333,0.9363434400986848,3,1
72,663,Employed,Associate,51,20986,72,Married,0,Mortgage,1274,0.6995604135483509,5,1,0,Other,0,14,7,1168,3434,342412,2810,5013.666666666667,0.7817166682532414,3,0
23,601,Unemployed,Associate,3,21621,60,Widowed,0,Own,548,0.0999516968521755,2,2,0,Education,0,14,25,8617,535,30643,27153,4001.5,0.7345860583168582,4,0
42,548,Employed,Associate,21,43107,60,Married,1,Mortgage,203,0.1739471701047694,4,2,0,Other,0,27,10,6222,385,21696,44379,7308.5,0.9132623367557832,5,0
18,577,Employed,Bachelor,0,15905,48,Single,0,Rent,440,0.1090369533547115,3,1,0,Debt Consolidation,0,24,3,5507,1284,38646,22341,2358.4166666666665,0.437695286467115,2,0
18,525,Self-Employed,Bachelor,0,21211,36,Married,1,Rent,619,0.4045299887727572,4,0,0,Education,1,27,13,13935,3786,39508,11198,1822.3333333333333,0.9030939004071086,5,0
41,597,Self-Employed,High School,19,20252,48,Married,2,Rent,208,0.359166252163323,4,0,0,Auto,0,22,11,4441,1312,58688,9934,3781.0833333333335,0.8666023461365939,5,0
42,635,Employed,Associate,22,13194,36,Married,2,Own,627,0.4769434149487241,4,0,0,Debt Consolidation,0,28,11,445,907,147927,19760,4961.583333333333,0.8480963849671175,5,1
55,654,Self-Employed,Bachelor,35,20707,48,Married,0,Mortgage,369,0.2181812637229446,1,1,0,Auto,0,16,29,2610,697,57139,16480,7466.583333333333,0.725941890745423,7,1
44,559,Employed,High School,21,15664,60,Married,3,Mortgage,556,0.4334376782098595,4,3,0,Education,0,21,3,6804,4062,56539,55413,3257.583333333333,0.8294920821041546,7,0
38,628,Self-Employed,Bachelor,14,15500,84,Divorced,0,Rent,204,0.4434712191107563,3,2,0,Auto,0,21,7,8490,806,426991,15345,2584.4166666666665,0.8286354512232527,9,0
28,585,Employed,High School,2,9378,72,Single,0,Rent,445,0.1204475609957332,2,1,0,Auto,0,22,22,2174,299,199890,20681,4681.416666666667,0.9562750328091087,6,0
57,613,Self-Employed,Bachelor,37,26693,72,Married,2,Rent,255,0.5099960862316024,3,1,0,Auto,0,23,7,487,3631,90526,9706,11724.75,0.8199293822369564,4,1
51,583,Employed,High School,28,46389,60,Divorced,1,Own,246,0.2138171015007217,3,3,0,Debt Consolidation,1,21,17,9420,1848,81315,2822,4047.25,0.6344949572922621,3,0
25,526,Employed,High School,5,33418,72,Single,1,Other,411,0.3476034045560804,1,1,0,Home,0,32,20,1986,1382,20884,233690,1413.9166666666667,0.7550712876386876,4,0
40,612,Self-Employed,Associate,19,34071,60,Divorced,0,Mortgage,289,0.1443555832800848,1,1,0,Education,0,19,24,29255,1283,30538,17394,5457.333333333333,0.6783451761509248,9,0
41,533,Employed,Associate,20,26282,72,Married,4,Mortgage,1042,0.1654360112740435,1,0,0,Home,0,25,18,1144,2046,337599,39280,1250.0,0.8905424202353378,4,0
35,619,Employed,Master,13,15702,96,Married,2,Rent,367,0.1926417372157283,5,1,0,Auto,0,23,11,1002,1582,29226,10363,4484.833333333333,0.7214965426673101,5,0
49,588,Employed,Associate,28,11096,96,Married,3,Other,594,0.1389577426328853,4,1,0,Education,0,22,16,967,359,341774,23276,1349.5833333333333,0.8703506681118175,5,0
49,605,Employed,Master,22,13019,96,Married,3,Mortgage,196,0.1380331351186288,2,1,0,Home,0,30,5,3654,516,29027,6859,3218.333333333333,0.9130464815407184,13,0
37,581,Employed,Master,15,18205,60,Single,2,Mortgage,557,0.7813889589126135,4,7,0,Other,0,32,27,2631,2054,45703,20249,5679.083333333333,0.7763867128204184,7,1
36,560,Employed,High School,12,50736,72,Married,2,Other,514,0.5353161046442376,7,2,0,Education,0,29,16,782,1045,37741,37996,2661.25,0.9193029389530856,4,0
57,611,Employed,High School,36,27710,36,Single,0,Mortgage,289,0.0409557102461293,5,1,1,Debt Consolidation,0,24,19,715,2023,36709,62333,8377.583333333334,0.7799533605938812,1,0
51,602,Employed,High School,24,9119,24,Married,1,Own,272,0.15419785113614,1,1,0,Debt Consolidation,0,23,1,6201,7090,49287,7964,3695.8333333333335,0.7886873806582854,2,0
40,536,Employed,Associate,17,31548,60,Single,2,Own,818,0.3356360752515155,3,1,0,Other,0,29,24,10887,79,46783,115565,1848.5,0.7110996229768115,9,0
20,609,Employed,Bachelor,0,42024,108,Single,1,Mortgage,638,0.1531847457882958,1,0,0,Home,0,29,29,3643,9382,16798,16960,6460.916666666667,0.5768394212160541,2,0
44,616,Employed,High School,23,47605,84,Single,3,Own,406,0.1553024139144125,3,2,1,Education,0,31,3,14470,3574,94500,96045,6113.5,0.7043283870352366,6,0
48,496,Employed,Bachelor,24,14023,48,Single,0,Mortgage,503,0.2553897743261603,0,1,0,Home,0,22,13,1856,259,32660,85554,9700.25,0.616889138184097,2,1
18,430,Employed,Bachelor,0,53908,12,Married,4,Rent,286,0.2004176879058845,3,0,1,Home,0,24,6,2091,1030,184537,6195,4974.916666666667,0.916780412011778,2,0
43,603,Employed,Bachelor,21,9049,60,Divorced,1,Other,442,0.315750691806417,3,1,0,Other,0,15,27,627,1005,179394,7486,5666.0,0.6537943113733582,6,1
34,607,Employed,Bachelor,14,8755,72,Single,0,Mortgage,260,0.1855255139458516,1,2,0,Education,0,28,4,9571,1437,34596,13386,2327.9166666666665,0.9497821723816868,3,0
37,608,Self-Employed,Master,15,15087,36,Married,2,Other,473,0.2636846878449319,2,3,0,Debt Consolidation,0,25,18,1763,755,28740,144699,8491.5,0.8924989055135211,6,1
29,616,Employed,Bachelor,7,13624,72,Single,1,Mortgage,283,0.2436057091233106,1,0,0,Home,0,22,22,2451,1321,30452,63556,3710.0833333333335,0.7061116230253288,5,0
38,648,Employed,Master,14,8046,36,Divorced,1,Rent,949,0.1652766965966044,3,2,0,Debt Consolidation,0,21,9,4601,467,74388,3439,8791.916666666666,0.9351346091427256,9,1
56,593,Employed,Bachelor,34,13814,12,Married,0,Other,232,0.2213476068994259,7,2,0,Home,0,21,26,6291,2982,66234,20399,20083.83333333333,0.8960383398203521,6,1
34,599,Employed,Associate,15,12259,12,Married,2,Mortgage,662,0.3109373285106369,5,0,0,Education,0,22,5,2658,2314,192829,4289,8856.25,0.9250456436540296,4,1
51,575,Employed,High School,27,29804,120,Single,3,Own,243,0.4998390986432998,0,1,0,Auto,0,25,9,3359,2823,130765,35763,4263.166666666667,0.697916115428636,4,0
30,585,Employed,High School,5,27651,84,Married,0,Mortgage,530,0.1236286525094648,1,1,0,Home,0,30,14,1566,1701,128359,42280,3573.1666666666665,0.7757793292032907,5,0
49,622,Employed,High School,30,14449,24,Single,2,Mortgage,355,0.2958171216480422,4,1,0,Home,0,25,17,4351,1611,15156,31792,3117.0,0.7718981353838871,2,0
40,457,Employed,High School,14,17946,72,Divorced,4,Rent,550,0.2299575234225947,5,1,0,Debt Consolidation,0,26,10,12655,290,133163,15779,1250.0,0.9224609429612008,5,0
44,574,Employed,High School,19,46715,72,Married,1,Mortgage,463,0.4059781783763792,4,0,0,Home,0,25,7,7991,3847,78432,32100,3574.4166666666665,0.9224132254419114,4,0
40,619,Employed,Bachelor,19,35878,36,Single,1,Rent,548,0.1161700158564407,0,0,1,Home,1,28,28,4102,1120,33197,23717,3740.4166666666665,0.5643470910096365,5,0
47,570,Employed,Associate,27,20073,36,Single,1,Mortgage,543,0.2113827577519775,2,0,0,Auto,1,28,12,12505,187,20192,22018,6009.333333333333,0.9296968102420624,6,0
18,454,Employed,Associate,0,34923,48,Divorced,0,Mortgage,328,0.122835366241093,3,1,0,Home,0,33,19,1929,1171,115722,48825,2302.0,0.7857108168600495,3,0
22,494,Self-Employed,High School,2,28598,48,Single,0,Rent,156,0.0304246757480833,3,2,0,Auto,0,24,9,782,523,147795,88389,3634.3333333333335,0.8717828417757391,3,0
45,628,Self-Employed,Bachelor,24,15462,24,Single,3,Own,504,0.4728578505651496,4,0,0,Debt Consolidation,0,30,12,4520,2195,40512,32736,8148.5,0.6544638616870457,7,1
18,524,Employed,Bachelor,0,38784,96,Married,0,Mortgage,386,0.2904619033479019,8,0,0,Home,0,32,12,6405,490,543988,57060,4712.666666666667,0.4830972042472702,3,0
33,466,Employed,Master,10,22283,96,Widowed,1,Mortgage,452,0.2574527278330592,2,1,0,Debt Consolidation,0,22,23,2275,2394,81102,12379,1771.0,0.6096312301474475,4,0
39,479,Employed,Bachelor,14,22885,60,Married,2,Own,423,0.4026643642518486,2,0,0,Home,0,25,9,2134,1490,61301,6123,2109.4166666666665,0.7420148727907381,4,0
30,526,Employed,High School,7,35175,48,Single,3,Rent,323,0.0407199910547334,3,1,0,Debt Consolidation,0,23,7,3555,430,198522,5563,4825.166666666667,0.7651952124073,4,0
31,433,Employed,High School,6,46563,84,Single,1,Mortgage,699,0.4091523130835178,2,0,0,Home,0,24,3,2873,2922,29397,21367,4566.0,0.835099721221573,2,0
43,526,Employed,High School,21,23433,24,Single,2,Mortgage,593,0.8092130133626647,4,1,0,Education,0,23,26,5734,297,136418,57605,1953.9166666666667,0.7881952400922807,3,0
52,541,Employed,High School,29,47562,84,Single,0,Mortgage,349,0.2143186222544651,4,0,0,Home,0,29,26,1778,607,25967,14471,3706.4166666666665,0.6254627593387904,6,0
28,543,Employed,Bachelor,8,36608,60,Single,0,Mortgage,348,0.3993544363628076,0,2,0,Debt Consolidation,0,18,1,5725,1612,39369,64695,7395.416666666667,0.7820051677062309,4,0
33,541,Employed,High School,11,23898,72,Married,1,Mortgage,331,0.1092979269211352,3,1,0,Home,0,28,29,8778,1034,143886,27478,10373.416666666666,0.9026945216133954,7,1
31,453,Employed,High School,10,52764,96,Divorced,2,Mortgage,257,0.0823571318722909,3,1,0,Debt Consolidation,0,25,20,2093,837,43100,74812,3870.4166666666665,0.9581221985272244,6,0
18,479,Unemployed,Bachelor,0,18544,48,Single,3,Mortgage,234,0.4361914262145228,2,1,0,Education,1,28,12,28052,128,89018,174016,3383.333333333333,0.5850949642855552,4,0
41,538,Employed,High School,19,37285,48,Married,0,Other,1032,0.0472041199074913,1,1,0,Debt Consolidation,0,31,22,2978,138,365384,10014,2896.083333333333,0.6225291923333158,12,0
51,679,Employed,Doctorate,29,39075,36,Married,1,Rent,612,0.4116068016797275,4,1,0,Education,0,29,17,9418,3903,73685,22863,6573.083333333333,0.7327048877858101,7,1
52,626,Unemployed,Master,25,34149,24,Single,1,Own,193,0.4771281046142927,0,0,0,Home,0,29,12,2703,1183,160736,16960,11457.083333333334,0.5112601977938711,4,1
29,558,Unemployed,Bachelor,3,17545,36,Divorced,1,Rent,341,0.5357542478855165,2,0,0,Auto,0,34,17,1877,1128,34139,13620,3759.75,0.8892419470984037,2,0
24,580,Employed,Associate,0,32547,96,Married,0,Mortgage,405,0.0416318276508812,4,3,0,Education,1,21,12,11008,665,67581,44578,4371.0,0.845567253652623,7,0
40,606,Employed,High School,14,21163,72,Single,2,Mortgage,287,0.3366036588888891,4,0,0,Auto,1,30,7,7072,2516,18930,43740,1505.5833333333333,0.7270142308902403,10,0
49,606,Employed,Associate,24,16247,96,Divorced,2,Other,426,0.070600972810185,2,1,0,Home,0,32,16,4425,3271,124327,18917,11665.5,0.5373332439890138,7,1
41,615,Unemployed,Associate,19,27120,36,Single,0,Other,440,0.2450326222879464,2,0,0,Education,0,26,6,2869,723,14677,3319,9125.416666666666,0.9840372715408604,2,0
43,517,Employed,High School,21,16742,12,Single,0,Other,251,0.3920218413038203,3,0,0,Other,0,25,25,4145,1779,103537,93389,2689.4166666666665,0.866479606502691,5,0
53,597,Employed,High School,30,16379,36,Married,3,Rent,487,0.1773551415015199,1,0,0,Home,0,20,4,4480,442,83785,8901,4007.4166666666665,0.8032593851906034,10,0
31,622,Self-Employed,Bachelor,9,21426,36,Divorced,1,Mortgage,318,0.0175618761540615,3,2,0,Education,0,14,5,3538,714,38651,2646,7737.0,0.9766148305475828,2,0
37,626,Unemployed,High School,17,38314,12,Married,0,Other,481,0.2185929175683635,4,3,0,Home,0,15,13,218,364,191007,33516,21815.33333333333,0.719641230151155,8,1
59,590,Employed,Bachelor,36,20097,60,Married,3,Rent,876,0.0877222334697409,4,0,0,Home,0,26,24,792,543,10434,24700,1514.25,0.901646717818677,6,0
37,550,Employed,Bachelor,18,9599,60,Married,0,Mortgage,327,0.4228548201547925,5,1,0,Auto,0,26,11,7103,4024,56553,2957,3336.1666666666665,0.9549779719037568,5,0
24,528,Unemployed,Master,1,55740,48,Single,0,Other,490,0.5452800700109688,3,1,0,Other,0,18,26,13268,913,26281,13264,3440.833333333333,0.6999613129082969,2,0
31,462,Employed,Bachelor,10,15914,60,Married,0,Rent,596,0.025995252102691,6,1,0,Home,0,18,24,4733,3770,253834,21472,7078.416666666667,0.5437419991900987,3,1
28,542,Unemployed,High School,6,25012,72,Married,1,Rent,388,0.2701886395375047,2,1,0,Home,0,26,26,73018,3284,79195,10854,4127.75,0.6242631244843154,3,0
44,545,Employed,Bachelor,21,24246,48,Divorced,0,Rent,394,0.2765090954846003,5,1,0,Home,0,17,23,374,1567,602165,3231,3295.5,0.931476179628418,2,0
29,609,Employed,Bachelor,7,21763,48,Married,1,Own,435,0.1195120890415449,1,2,0,Auto,0,25,22,2014,225,178492,2670,1543.75,0.6597744858617387,5,0
43,659,Employed,Master,24,15813,60,Divorced,1,Rent,535,0.0673253148808184,4,0,0,Auto,0,27,4,1242,702,13234,17964,9802.5,0.7511242737969321,3,1
31,533,Employed,Bachelor,11,51483,96,Married,4,Rent,189,0.079669367172461,1,1,0,Debt Consolidation,0,26,11,244,806,647698,20199,3498.9166666666665,0.767753158643957,9,0
18,561,Employed,High School,0,34105,84,Divorced,0,Rent,342,0.3706275096614614,1,1,0,Auto,0,22,2,8177,177,45660,196784,1451.6666666666667,0.7723973231936062,9,0
43,545,Employed,High School,22,10200,60,Married,0,Own,337,0.1133492764276719,2,1,0,Debt Consolidation,0,30,16,6101,2083,67686,10318,2598.833333333333,0.9186353851492652,2,0
41,548,Employed,Bachelor,17,28723,60,Married,1,Rent,311,0.1833198330583477,2,1,0,Debt Consolidation,0,20,26,2425,538,602923,12870,3359.25,0.6016409294042598,4,1
46,661,Employed,Master,23,49364,48,Married,4,Rent,334,0.1785119134652175,5,0,1,Home,1,33,23,7848,2101,47229,71109,4314.083333333333,0.7056127908940026,3,0
31,561,Employed,Master,9,24606,72,Married,2,Own,487,0.4387862352218808,7,2,0,Home,1,22,10,3696,371,30851,7462,2326.9166666666665,0.967977223342712,5,0
30,614,Employed,Associate,7,27621,72,Married,1,Rent,373,0.2387604619443593,1,0,1,Debt Consolidation,0,21,14,34253,447,44856,7410,1997.3333333333333,0.8403334083175622,9,0
44,635,Employed,Master,23,13332,72,Single,1,Rent,438,0.3477820268813413,3,0,0,Debt Consolidation,0,35,28,1002,4317,9419,17669,19920.416666666668,0.9848381656891536,3,1
58,547,Employed,Bachelor,35,35430,48,Single,0,Rent,250,0.3553668860547434,3,3,0,Education,0,17,16,2418,392,120787,2986,5579.0,0.824912280115,2,0
40,584,Employed,Associate,18,23169,24,Single,1,Own,326,0.1233758774270799,2,1,0,Home,0,23,22,4485,358,64518,17241,2849.6666666666665,0.6750933941064876,7,0
45,449,Employed,Associate,17,26033,120,Married,0,Rent,168,0.0995360700089213,3,0,0,Debt Consolidation,0,28,6,3069,2049,44289,39984,4560.25,0.7822489091699182,4,0
36,548,Employed,Bachelor,16,28758,60,Widowed,0,Rent,332,0.505308098238434,2,1,0,Education,0,24,24,1751,912,67961,24987,4400.583333333333,0.8985771785927785,8,0
21,512,Employed,Bachelor,0,8071,72,Married,0,Mortgage,465,0.431524735537339,2,0,0,Debt Consolidation,0,23,8,4204,634,51912,6173,2756.083333333333,0.8094927804324992,4,0
51,618,Employed,Associate,29,40406,48,Married,2,Own,518,0.0887786389420195,3,0,0,Home,0,18,22,2045,6453,60690,30578,1435.4166666666667,0.6562906239445365,6,0
50,602,Unemployed,Bachelor,30,13922,36,Single,3,Mortgage,150,0.2305774518630498,2,0,0,Debt Consolidation,1,29,25,9554,1176,40007,79542,3188.833333333333,0.8043872624207417,3,0
48,605,Employed,Associate,24,21126,72,Married,0,Rent,181,0.211954272687795,3,0,0,Debt Consolidation,0,29,17,1484,3116,65448,42813,4076.1666666666665,0.8138531327826363,4,1
37,527,Employed,Bachelor,15,24881,60,Single,2,Mortgage,545,0.4584929482875844,3,2,0,Home,0,23,12,1766,2246,67969,33285,4645.75,0.9063251051621328,6,0
47,604,Employed,Associate,29,34084,60,Married,1,Mortgage,454,0.255808108860192,3,1,0,Debt Consolidation,0,18,25,4527,306,150441,21471,1356.9166666666667,0.902766173323322,4,0
50,603,Employed,High School,26,11859,48,Married,2,Mortgage,364,0.2412375479452384,4,2,0,Education,0,29,15,2980,1541,284573,6924,16112.916666666666,0.6770262877630168,3,1
59,530,Employed,High School,38,22249,60,Married,0,Rent,501,0.2282370663383701,7,0,0,Debt Consolidation,0,26,16,2552,7542,75380,25607,14481.333333333334,0.955601558131384,3,1
51,558,Employed,Bachelor,29,23735,48,Widowed,2,Mortgage,396,0.3183799819793577,6,0,0,Debt Consolidation,0,32,4,7502,724,86904,4005,5946.166666666667,0.8659767358325063,6,1
40,546,Employed,Master,16,16194,48,Married,0,Rent,540,0.5952164425088611,4,1,0,Education,0,22,21,6655,784,24540,5302,5005.666666666667,0.9374196631697772,4,1
24,562,Employed,Associate,2,7432,60,Married,1,Rent,477,0.3848276755578884,5,1,0,Home,0,20,11,7906,1792,62808,19789,2338.083333333333,0.8766500055045863,3,0
41,588,Self-Employed,Associate,19,12179,60,Married,1,Mortgage,760,0.1358250956441152,2,2,0,Auto,0,19,25,2434,13156,40319,17761,5024.5,0.6682528556605928,1,1
43,557,Employed,Associate,16,20688,12,Divorced,4,Mortgage,324,0.4657298404741926,1,2,0,Education,0,18,22,2359,1314,45170,40025,3064.0,0.7740977184450384,6,0
48,622,Self-Employed,Bachelor,30,8129,48,Single,4,Mortgage,999,0.331371404816988,2,1,0,Auto,0,26,24,4110,1606,43260,69052,10319.083333333334,0.4983663417836403,3,1
56,590,Unemployed,Associate,36,27768,60,Single,0,Rent,281,0.2648818864752914,3,2,0,Home,0,25,1,216,2735,18526,2830,7346.666666666667,0.9377456270599632,4,0
38,559,Employed,High School,18,32707,36,Married,2,Own,477,0.3871924520828398,1,0,0,Auto,1,22,20,5235,1153,417217,53934,2578.1666666666665,0.7521543507980287,7,0
65,670,Employed,Bachelor,39,24749,60,Married,0,Rent,400,0.2355082423267661,6,0,0,Home,0,20,27,15675,258,20577,3501,3359.0,0.9136529641947,6,0
18,548,Employed,High School,0,26427,24,Single,1,Mortgage,366,0.2440817899019769,3,1,1,Home,0,28,5,20074,1768,125282,50189,4993.5,0.8907622383319541,3,0
45,624,Employed,Bachelor,22,15651,60,Divorced,3,Rent,408,0.4527869469565365,1,1,0,Debt Consolidation,0,19,12,12308,5348,68140,20369,7313.75,0.8705761906782298,7,1
30,589,Employed,Associate,8,11773,48,Married,0,Rent,500,0.4298520714739813,4,0,0,Home,0,26,9,4029,826,39310,44738,2219.6666666666665,0.6289743249214557,3,0
18,610,Employed,Bachelor,0,23752,36,Married,4,Mortgage,335,0.693256103954643,2,3,0,Home,0,25,1,3751,1064,117424,20239,3259.25,0.8251670953047217,5,0
37,568,Self-Employed,Master,15,29145,60,Married,2,Rent,313,0.0719493900703047,1,0,0,Education,0,20,11,383,1049,407778,8543,3745.5833333333335,0.8553007627473161,6,0
22,555,Employed,High School,0,17332,48,Divorced,0,Rent,107,0.2511232044058661,3,1,0,Home,0,33,1,4787,512,465785,5389,2585.75,0.8488706306209897,8,0
38,527,Employed,Bachelor,13,9437,48,Married,1,Mortgage,308,0.3292463365208654,0,1,0,Debt Consolidation,0,24,9,895,3181,21111,40929,3421.583333333333,0.794825969615121,4,0
40,585,Employed,High School,17,30244,12,Single,2,Other,361,0.2551564307498612,9,1,0,Home,1,22,23,1776,3027,54595,38244,6497.833333333333,0.8618039587475443,6,0
53,616,Employed,Master,32,24227,60,Married,2,Rent,298,0.3141559672753112,3,0,0,Home,0,22,25,11861,1247,38011,28870,5502.416666666667,0.902864476050462,6,1
21,506,Employed,High School,0,45792,12,Single,0,Own,307,0.2716596302884997,2,0,0,Education,0,23,14,5108,2825,84136,76525,2958.833333333333,0.8439205827998429,5,0
50,628,Self-Employed,Bachelor,23,23533,12,Single,1,Mortgage,1250,0.0902087497019103,1,0,0,Home,0,22,28,1050,1152,216008,8956,3070.583333333333,0.8521939034156873,5,0
41,548,Employed,High School,17,32105,24,Single,1,Mortgage,215,0.2450378149140131,3,1,0,Home,0,24,5,1780,183,218779,8916,3570.75,0.969699549382805,9,0
52,638,Employed,Associate,29,57823,36,Single,1,Rent,367,0.5937557868338983,10,0,0,Education,1,19,13,12358,9271,237745,18284,4649.833333333333,0.8498596303673914,4,0
34,512,Employed,Bachelor,14,69678,60,Married,2,Mortgage,504,0.1125221561907855,3,1,0,Debt Consolidation,0,30,3,9253,546,100803,13639,2792.583333333333,0.6895555978345267,3,0
24,602,Employed,Bachelor,0,15805,24,Married,3,Other,686,0.6187329625734757,3,1,0,Auto,0,21,18,2222,793,24809,82293,1757.4166666666667,0.9281863153830688,0,0
25,629,Employed,Bachelor,1,34623,108,Married,0,Other,661,0.3220692900320567,4,1,0,Auto,0,35,12,6208,2080,30479,2196,8986.0,0.83704164803986,5,0
24,537,Employed,Associate,1,22313,60,Married,3,Other,382,0.3724192531821139,5,1,0,Home,0,23,25,305,1122,92398,39107,9902.75,0.8516790724436565,6,0
45,587,Employed,Bachelor,22,15416,72,Single,2,Mortgage,274,0.4031759289835557,1,0,0,Home,0,22,13,1253,5054,29022,7864,4600.75,0.6740402885098928,5,1
57,617,Employed,Associate,29,21398,36,Married,0,Own,268,0.0843662275151297,4,2,0,Auto,0,26,25,4971,3860,8831,42982,11694.25,0.912813352562004,2,1
33,595,Employed,Bachelor,9,14307,60,Single,4,Rent,388,0.1707583479744319,2,0,0,Debt Consolidation,0,26,14,519,2168,117318,52777,5058.416666666667,0.5235234460843734,7,1
47,496,Employed,Bachelor,22,23789,72,Single,0,Mortgage,190,0.1300050268204429,2,0,0,Other,0,22,24,5617,4649,37345,113655,2205.1666666666665,0.9989661230764844,1,0
21,485,Employed,High School,0,34943,48,Single,3,Mortgage,477,0.1993079452725385,6,0,0,Auto,1,30,16,4150,1101,11665,48929,3004.583333333333,0.9834438752350386,2,0
42,601,Employed,Master,20,15746,84,Single,0,Mortgage,834,0.2704844255385231,3,1,0,Debt Consolidation,0,19,5,3549,2881,64964,16817,3966.1666666666665,0.8123092477136779,0,0
48,619,Employed,Master,24,20063,48,Widowed,2,Mortgage,659,0.1757442587484297,6,0,0,Other,1,26,5,8469,302,10488,12891,6033.666666666667,0.8907051701156395,4,0
22,543,Employed,High School,0,45343,48,Married,4,Rent,343,0.211960504484335,2,0,0,Home,0,23,28,2485,1273,43033,40158,7296.333333333333,0.9556137620958176,4,0
37,563,Employed,Associate,15,15378,36,Married,4,Mortgage,405,0.0640786767708465,2,1,0,Education,1,21,11,4810,5555,65085,44852,3006.1666666666665,0.5683622752812899,7,0
48,601,Employed,Associate,25,14929,96,Single,1,Mortgage,254,0.4192849466481895,2,0,0,Other,1,22,23,272,6164,142278,58884,4331.416666666667,0.7148031029393229,7,0
18,537,Employed,Bachelor,0,40404,60,Married,0,Rent,714,0.4547852668336978,0,1,0,Education,0,21,11,1804,758,37840,11593,6184.5,0.4673671965026998,5,0
56,658,Employed,High School,33,23449,48,Married,3,Rent,628,0.0493836573905089,2,2,0,Debt Consolidation,0,22,16,566,5361,106496,43140,10461.166666666666,0.8705892974721036,4,1
44,575,Employed,Bachelor,21,32496,48,Divorced,2,Rent,603,0.1755267576543037,0,0,0,Debt Consolidation,0,24,1,1295,3367,87527,6928,8053.75,0.6929513177054264,5,0
48,540,Employed,Master,24,18785,48,Married,0,Own,666,0.1383036515726735,3,2,0,Other,0,26,1,2789,5770,134850,49723,2772.1666666666665,0.6656508850206162,6,0
35,568,Employed,High School,14,11248,84,Married,0,Rent,294,0.1414828610033195,2,1,0,Education,0,25,9,10064,1346,185373,9381,1787.1666666666667,0.7876043535817441,4,0
19,567,Employed,Master,0,31919,24,Single,3,Other,382,0.3455329721306998,0,0,0,Home,0,27,7,3655,107,17131,65376,5694.75,0.691140623788069,4,0
46,608,Employed,Master,24,39648,48,Single,0,Mortgage,269,0.1571088226889467,3,3,0,Education,0,20,26,6394,1443,50817,2385,4620.416666666667,0.8355171137766955,4,0
39,626,Employed,Bachelor,16,47675,48,Divorced,5,Own,249,0.2281270461910072,5,2,0,Home,0,19,10,7056,2634,39222,13217,2289.5,0.7949371795868004,4,0
40,565,Self-Employed,High School,16,36369,48,Single,2,Other,190,0.0597756619655351,2,1,0,Education,0,16,13,1762,1330,22442,8857,6259.75,0.981954125279766,4,0
53,554,Employed,High School,32,25674,60,Married,5,Rent,599,0.1373568887207664,5,3,0,Home,0,26,24,9146,3043,205896,87738,2756.0,0.8886838088905332,6,0
49,574,Employed,Associate,25,30231,48,Single,2,Rent,520,0.1481127053052316,3,2,0,Home,0,27,6,5607,1202,54658,13978,10861.833333333334,0.740751115383306,3,0
63,671,Employed,Bachelor,38,21687,12,Married,0,Own,449,0.0629904227718802,2,2,0,Home,0,18,2,7842,1868,36371,90941,4183.916666666667,0.6952322211353179,7,0
41,456,Unemployed,Bachelor,17,40300,120,Married,2,Rent,998,0.418563475471259,1,0,0,Debt Consolidation,0,18,19,95,2956,21756,3722,2711.4166666666665,0.9355200598147148,2,0
31,540,Self-Employed,Master,10,58743,36,Married,0,Other,373,0.0424421226856852,6,1,0,Debt Consolidation,0,22,3,6395,1360,117581,60354,3540.25,0.6370278970597236,3,0
37,572,Employed,Master,16,20891,36,Divorced,4,Mortgage,319,0.182808907862768,3,2,0,Home,1,22,23,2659,729,74904,14166,7253.0,0.8864169428197841,3,1
44,609,Employed,Bachelor,21,22508,96,Single,3,Own,828,0.511259883390752,4,2,0,Home,0,19,29,1747,1421,128109,57917,5809.916666666667,0.6457387987561511,7,1
